Institution,Caste-Category - Total - Male,Caste-Category - Total - Female,Caste-Category - SC - Male,Caste-Category - SC - Female,Caste-Category - ST - Male,Caste-Category - ST - Female,Caste-Category - OBC - Male,Caste-Category - OBC - Female,Out of Total - PWD - Male,Out of Total - PWD - Female,Out of Total - Muslim - Male,Out of Total - Muslim - Female,Out of Total - Other Minority Communities - Male,Out of Total - Other Minority Communities - Female
Shri Sudhir Madhavji Lall Welfare & Educational Trusts Lords Universal College of Commerce and Science & B M S Daftary Road Opp. Railway Station Malad (E) Mumbai 400 097 (Id: C-34135),28,27,0,0,0,0,0,0,0,0,1,1,0,0
Shri Sudhir Madhavji Lall Welfare & Educational Trusts The Lords Universal College of Education Daftary Road Opp Jain Temple Malad (E) Mumbai 400 097 (Id: C-34117),0,7,0,0,0,0,0,0,0,0,0,0,0,0
Shri Sukdev Singh Lavkush College (Id: C-22534),92,24,14,2,0,0,46,4,0,0,0,0,0,0
Shri Sunshine Education Trust Group of Institute (Faculty of MBA) (SFI)-(774)Rajkot (Id: C-242),9,7,0,0,0,0,0,0,0,0,0,0,0,0
Shri Sunshine Education Trust Group of Institute (Faculty of MCA) (SFI) -(538)Rajkot (Id: C-393),10,6,0,0,0,0,0,1,0,0,0,0,0,0
"Shri Suresh Yogshastra Mahavidyalaya, Kamptee (Id: C-16217)",1,2,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Surya Narayan Smarak Sanskrit Mahavidyalaya,Dukhiyapur, Atarampur (Id: C-20382)",5,0,0,0,0,0,1,0,0,0,0,0,0,0
SHRI SVT COLLEGE OF EDUCATION (Id: C-6820),6,2,1,0,1,0,4,1,0,0,0,0,0,0
"Shri SWAMI ATMANAND SARASWATI INSTITUTE OF TECH.,(076) SURAT (Id: C-97)",32,23,2,1,1,1,5,2,0,0,0,0,0,0
Shri Swami Hirapuri Sanskrit Mahavidyalaya (Id: C-1136),5,0,0,0,0,0,0,0,0,0,0,0,0,0
Shri Swami Nagaji Girls College (Id: C-22500),11,11,2,1,0,0,5,0,0,0,0,0,0,0
Shri Swaminarayan Arts College (Id: C-5803),14,3,2,1,2,1,3,0,0,0,3,0,0,0
SHRI SWAMI NARAYAN BED COLLEGE PALANPUR (Id: C-6863),4,4,0,1,0,0,2,3,0,0,0,0,0,0
"SHRI SWAMINARAYAN COLLEGE OF PHARMACY, (258)KALOL (Id: C-218)",5,9,0,0,0,1,2,0,0,0,0,0,0,0
SHRI SWAMI NARAYAN PHYSIOTHERAPY COLLEGE-NADHED (JAM-KANDORANA) (Id: C-785),14,16,2,3,2,2,3,4,0,0,0,2,0,0
"SHRI SWAMINARAYAN SANSKAR PHARMACY COLLEGE,(260) ZUNDAL (Id: C-82)",12,12,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Swaminarayan Sanskrit Mahavidyalaya, Dbhan (Id: C-1124)",4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Swaminarayan Sanskrit Mahavidyalaya, Jetalpur (Id: C-1108)",6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Swami Samarth Bahuddeshiya Shikshanik Samajik Sanstha aani Krida Mandal Sanchalit, V.J.Shinde Arts, Commerce & Science College (Id: C-34408)",13,16,6,4,0,0,0,6,0,0,0,0,0,0
"Shri Swami Samarth BCA College, Aundha (Id: C-7545)",6,1,2,0,0,0,1,0,0,0,0,0,0,0
Shri Swami Samarth Computer Science Ladies B.C.A. College (Id: C-44145),4,2,0,0,0,0,0,1,0,0,0,0,0,0
SHRI SWAMI SAMARTH EDUCATION COLLEGE GADEGAON ROAD BARSHI TAL.BARSHI DIST-SOLAPUR (Id: C-15782),2,6,0,0,0,0,0,0,0,0,0,0,0,0
SHRI SWAMI SAMARTH MED COLLEGE GADEGAON ROAD BARSHI TAL.BARSHI DIST-SOLAPUR (Id: C-15721),8,0,1,0,0,0,0,0,0,0,0,0,0,0
"Shri Swami Samarth Physical Education Mahavidyalaya, Dhamangaon Rly. (Id: C-43166)",2,0,0,0,0,0,2,0,0,0,0,0,0,0
"Shri Swami Vivekanand Shikshan, Sanstha Kolhapur's College of Education. (Id: C-34471)",5,1,3,0,0,0,0,0,0,0,0,0,0,0
"Shri Swami Vivekanand Shikshan Sanstha s Savitribai Phule College of Nursing, Kolhapur (Id: C-13924)",8,10,0,1,0,0,0,0,0,0,0,0,0,0
"Shri Swaraj Education Societys Swaraj College of Commerce & Computer Studies , Dhankawadi, Pune 43 (Id: C-41454)",6,3,0,1,0,0,0,2,0,0,0,0,0,0
"Shri Swarajya Education Societys Swarajya School of Management, Krushnabhai Gruharachana Societys, Dhankawadi, Pune 411043 (Id: C-41609)",2,1,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Syadvad Mahavidyalaya, Bhadaini (Id: C-20130)",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Taijal TT College, Sikar (Id: C-38292)",6,2,1,0,0,1,4,0,0,0,0,0,0,0
"Shri Tapi Brahmcharyashram sabha college of Diploma Engg,(647)Surat. (Id: C-23)",39,25,1,0,0,1,8,6,0,0,0,0,0,0
"Shri Teekmani Sanskrit College, Sakarkand Gali (Id: C-19995)",4,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRI TEJENDRA PRASADJI B.ED. COLLEGE-CHARAVADA (Id: C-1008),3,5,1,1,0,0,1,0,0,0,0,0,0,0
Shri Tejendraprasadji Swaminarayan Arts College (Id: C-5792),8,2,1,0,0,0,0,0,0,0,0,0,0,0
Shri Thakur H.L.Danthi B.K.Vaidik Sanskrit Mahavidyalaya (Id: C-1137),6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Thakurji Adarsh Sanskrit Mahavidyalaya, Imaliya (Id: C-20140)",5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Tilok Jain Dnyan Prasarak Mandals Shri Anand Science College, Pathardi, Dist.Ahmednagar 414102 (Id: C-41684)",23,6,5,2,0,0,8,1,0,0,2,0,0,0
"Shri Tiwari Vaidikadarsha Sanskrit Mahavidyalaya, Rani Ghat (Id: C-20495)",2,1,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Tridandi Dev Sanskrit Mahavidyalaya, Kaushlesh Sadan, Katara, Ayodhya (Id: C-20412)",7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Tulasi Das Udairaj Sanskrit Mahavidyalaya, Chitrakhor, Bankati (Id: C-20300)",7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri. Tuljabhavani Bahuuddeshiya Samajseva Sansthas, College of Education for Women (Id: C-44132)",8,1,1,0,0,0,1,0,0,0,0,0,0,0
"Shri Udaseen Sanskrit Mahavidyalaya, D 36/19 Dhundiraj Gali (Id: C-20576)",5,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRI U H CHAUDHARY ARTS COLLEGE VADGAM (Id: C-6898),22,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHRI UKABHAI DODIYA MAHILA B.ED. COLLEGE, VERAVAL (Id: C-791)",10,0,2,0,1,0,4,0,0,0,0,0,0,0
Shri Umiya College of Education (Id: C-5989),4,4,2,2,0,1,1,0,0,0,0,0,0,0
"Shri Umiya Girls College, Mandelwar (Id: C-29690)",9,18,0,0,1,3,6,9,0,0,NA,NA,0,1
"Shri Umiya Girls College, Rau Indore (Id: C-29665)",9,42,2,0,0,0,2,13,0,0,0,0,0,0
Shri Umiya KVC Education Trust BBA College (Id: C-6070),4,1,0,0,0,0,0,0,0,0,0,0,0,0
SHRI UMIYA MAHILA ARTS AND COMMERCE COLLEGE (Id: C-47814),3,1,0,0,0,0,0,0,0,0,0,0,0,0
Shri Unnatpuram Sanskrit Mahavidyalaya (Id: C-1111),3,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRI U P ARTS & SMT MGP SCI & SHRI VLS COMM COLLEGE (Id: C-6642),31,3,2,0,3,0,9,0,0,0,0,0,0,0
Shri Uttar Gujarat B. B. A. College (Id: C-559),5,0,0,0,0,0,2,0,0,0,0,0,0,0
Shri Uttar Gujarat B. C. A. College (Id: C-678),6,4,0,0,0,0,2,1,0,0,0,0,0,0
"Shri Vaidik Dharm Sanjeevani Sanskrit pathshala, Sahjanwa (Id: C-20230)",5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Shri Vaidik Sanskrit Vidyalaya, Kachaura, Mahamayanagar (Id: C-20468)",6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vaikunthnath Pavhari Sanskrit Mahavidyalaya,Vaikunthnath (Id: C-20136)",3,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRI VAISANAV INSTITUTE OF TECHNOLOGY & MANAGEMENT BIRLA NAGAR (Id: C-34885),14,6,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vaishav College of Teachers Training, Gumasta Nagar, Indore (Id: C-29834)",5,7,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vaishav Instt. of Technology & Science, Baroli, Sanwar Road, Indore (Id: C-29799)",9,7,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vaishnava Bhagwan Deshrajsuri Adarsh Sanskrit Mahavidyalaya, Udaibhanpur, Kolhuva (Id: C-20134)",4,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHRI VAISHNAV COLLEGE OF EDUCATION, GWALIOR (Id: C-47869)",4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vaishnav Commerce College, Rajmohalla Chourha Indore (Id: C-29747)",15,7,0,0,0,0,1,2,0,0,0,0,0,0
"Shri Vaishnav Dharm Subodhani Sanskrit Pathshala, Badasthan, Ayodhya (Id: C-20305)",7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vaishnav Institute of Management, Indore (Id: C-29714)",33,29,0,0,1,1,1,1,0,0,1,1,0,1
"Shri Vaishnav Institute of Technology & Science, Gram Baroli (Indore Sanwer Road), Via Hatod, Indore (Id: C-36050)",139,65,8,4,0,1,23,7,0,0,1,0,0,0
"Shri Vaishnav Instt. of Law Rajendra Nagar, Indore (Id: C-29757)",10,8,3,1,0,0,3,2,0,0,0,0,0,0
"Shri. Valabellary Channabasaveshwar Educational Trust, Duddupudi degree college for women, Sindhanoor-584 128 (Id: C-8695)",12,4,0,0,0,0,11,3,0,0,0,0,0,0
"Shri Vamdev Sanskrit Mahavidyalaya, Kailashpuri (Id: C-20095)",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vardhman Kanya Mahavidyalaya, Beawar (Id: C-13114)",9,19,2,1,0,0,2,1,0,0,0,0,1,0
"SHRI VARSHNEY COLLEGE,ALIGARH (Id: C-15105)",58,28,1,1,0,0,11,6,0,1,5,1,0,0
Shri Vartantu Sanskrit Mahavidyalaya (Id: C-1141),12,1,0,0,0,0,0,0,1,0,0,0,0,0
"Shri Vasantrao Naik Arts and Amarsingh Naik Commerce College, Mangrulpir. (Id: C-42847)",8,0,2,0,0,0,0,0,0,0,0,0,0,0
"Shri V.D.M. College, Khurai (Id: C-19194)",4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Veer Raghav Bhagvat Sanskrit Mahavidyalaya, Yugal Vihar Kunj, Purana Fatak, Ayodhya (Id: C-19972)",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Veer Tejaji College, Jaipur (Id: C-38579)",6,3,3,0,0,0,2,2,0,0,0,0,0,0
"Shri Venkatesh Mahavidyalaya, ICHALKARANJI (Id: C-11022)",12,2,2,1,0,0,0,0,0,0,0,0,0,0
SHRI VIASHNAV COLLEGE OF MANAGEMANT (Id: C-34907),5,7,1,0,0,0,0,0,0,0,0,0,0,0
"Shri Vichar Sabha Sanskrit Mahavidyalaya, Purana Sabha (Id: C-19980)",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Shri Vidhya Mandhir College of Education (Id: C-14519),5,3,0,1,0,0,5,1,0,0,0,0,0,0
"Shri Vidvat Parishad Sanskrit Mahavidyalaya, Mahadeva, Lavdhera (Id: C-20282)",7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vidyadharm Pracharini Sanskrit Mahavidyalaya, Bhawani Chhapar (Id: C-20547)",6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vidyadharm Sanjeevani Sanskrit Mahavidyalaya, (Id: C-20498)",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vidyadharmvardhani Pathshala Sanskrit Mahavidyalaya, Gur ki mandi (Id: C-20473)",4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vidya Vinodadarsh Sanskrit Mahavidyalaya, Maunighat, Navabganj (Id: C-20005)",6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vijay Raghav Sanskrit Mahavidyalaya, Pandeya Chak, Barnai (Id: C-20051)",4,0,0,0,0,0,1,0,0,0,0,0,0,0
"Shri Vijaysinh Yadav Arts & Science College, PETH-VADGAON (Id: C-11233)",26,3,8,1,0,0,0,0,0,0,2,0,0,0
"SHRI VIKRAM SINGH DEGREE COLLEGE, MOHAMMADPUR, RAJORI (Id: C-45163)",9,4,1,0,0,0,2,1,0,0,0,0,0,0
Shri Vile Parle Kelavani Mandals Dwarkadas J. Sanghvi College of Engineering Plot No U-15 J V P D Scheme Gulmohar Road Vile Parle (West) Mumbai 400 056 (Id: C-33777),51,62,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vile Parle Kelavani Mandals Usha Pravin Gandhi College of Management, Bhaktivedant Swami Marg, Juhu Scheme, Vile Parle West, Mumbai - 400056 (Id: C-33862)",6,11,0,0,0,0,0,0,0,0,1,1,0,0
Shri Vile Parle Kelvani Mandals Mithibai College of Arts Chauhan Institute of Science and Amrutben Jivanlal College of Commerce and Economics Vile Parle West Mumbai 400056 (Id: C-33803),38,50,0,0,0,0,0,0,2,0,0,0,0,0
Shri Vile Parle Kelvani Mandals Pravin Gandhi College of Law Vile Parle (W) Mumbai 400 056 (Id: C-33901),1,6,0,0,0,0,0,0,0,1,0,0,0,1
Shri. Vile Parle Kelvani Mandas Dr. Bhanuben Nanavati College of Pharmacy Gate No.1 Mithibai College Campus Vile Parle (W) Mumbai 400 056 (Id: C-33877),6,12,0,0,0,0,1,0,0,0,0,0,0,0
"Shri Vinayak College, 32 G.B. (Id: C-36770)",5,4,1,0,0,0,1,0,0,0,0,0,2,0
SHRI VIRATAPSVI CHANNAVIR SHIVACHARY EDUCATION COLLEGE MIDC AKKLKOT ROAD SOLAPUR DIST-SOLAPUR (Id: C-15702),6,2,0,0,0,0,2,0,0,0,0,0,0,0
"Shri Vishieshwar Sanskrit Mahavidyalaya, Darapur, Meerganj (Id: C-20272)",6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vishnu Bhagawan Sanskrit Pathshala, Asuran (Id: C-20040)",4,0,0,0,0,0,0,0,0,0,0,0,0,0
Shri Vishnu College Of Pharmacy (Id: C-24007),29,15,0,2,0,0,5,5,0,1,0,0,0,0
"Shri Vishnu Engineering College for Women, Vishnupur, Kovvada Village, Bhimavaram, PIN-534202(CC-B0) (Id: C-17962)",97,96,10,7,0,4,14,20,0,0,0,0,0,0
"Shri Vishwa Mittar Sekhari College of Law, Plot No. 26-30, Focal Point, Batala (Id: C-27991)",5,2,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vishwanath Singh Sanskrit Pathshala, Arakha (Id: C-20280)",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Vishwa Nath Snaskrit College, Chakmoh, Teh. Barsar, Distt Hamirpur (Id: C-11454)",2,0,0,0,0,0,0,0,0,0,0,0,0,0
Shri Vitthalbhai I. Patel College of Eduction (Id: C-6013),3,6,1,0,0,0,0,1,0,0,0,0,0,0
"Shri Vitthalbhai Z Patel Commerce College, Anand (Id: C-1210)",5,5,0,0,0,0,0,0,0,0,0,0,0,0
SHRI VITTHAL EDUCATION AND RECARCH INSTIIUTES COLLEGE OF PHARMACY GOPALPUR PB.NO 54 TAL.PANDHARPUR DIST-SOLAPUR (Id: C-15695),23,3,2,1,0,0,2,1,0,0,3,0,0,0
"Shri Vivekanand Nursing Home Trusts College of Pharmacy, Shri Shivajinagar,Rahuri Factory, Tal.Rahuri, Dist.Ahmednagar (Id: C-41253)",13,2,0,0,0,0,0,0,0,0,0,0,1,0
SHRI V.J.MODHA COLLEGE OF INFORMATION TECH.-PORBANDAR (Id: C-957),13,5,0,0,0,0,3,1,0,0,0,0,0,0
"Shri VJ Patel College of Physical Education, Mogri (Id: C-1174)",3,1,0,0,0,0,0,0,0,0,0,0,0,0
SHRI V.J.SOLANKI B.ED. COLLEGE-KODINAR (Id: C-951),7,2,1,1,1,0,4,1,0,0,0,0,0,0
Shri V.P.R. College of Education (Id: C-15040),6,6,1,0,0,0,5,6,0,0,0,0,0,0
"SHRI V R PATEL BCA COLLEGE, THARA (Id: C-45107)",3,1,0,0,0,0,0,1,0,0,0,0,0,0
"SHRI VRSHABHENDRA EDU., SOCIETY'S BCA COLLEGE, HARUGERI (Id: C-9884)",4,2,1,1,0,0,0,0,0,0,0,0,0,0
Shri V. S. Patel College of Arts & Science (Id: C-471),22,16,3,0,3,1,8,5,0,0,0,0,0,0
SHRI V S RAVAL EDUCATION COLLEGE PRANTIJ (Id: C-6693),6,2,1,1,1,1,1,0,0,0,0,0,0,0
Shri V.T.Choksi Suryapur Sanskrit Mahavidyalaya (Id: C-1104),5,0,0,0,0,0,1,0,0,0,0,0,0,0
"Shri Vyanktesh Arts, Commerce College, Deulgaon Raja. (Id: C-42930)",22,2,2,0,0,0,0,0,0,0,0,0,0,0
"Shri Vyas Kshetra Sanskrit Mahavidyalaya, Kalapi (Id: C-20573)",4,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHRI YADAV COLLEGE OF COMPUTER SCIENCE, MANGALPUR, DI.JUNAGADH (Id: C-836)",21,18,3,0,0,0,6,0,0,0,0,0,0,0
"Shri. Yadiyur Siddalingeshwar First Grade College, Naragund Dist Gadag (Id: C-35511)",8,1,0,0,0,0,8,1,0,0,0,0,0,0
"Shri. Yadiyur siddlingeshwar Trust Shri. Yadiyur Siddlingeshwar B.Ed College, Naragund Dist- Gadag (Id: C-35638)",7,1,2,0,0,0,1,0,0,0,1,0,0,0
"Shri Yamuna Sanskrit Mahavidyalaya, Katsila, Chandauli (Id: C-20455)",7,1,2,0,0,0,1,0,0,0,0,0,0,0
"Shri. Yashawantrao Patil Science College, Solankur (Id: C-11248)",0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Shri Yashwantrao Chavan Shikshan Prasarak Mandals Sinhagad Institute of Business Management At MHADA Colony Chandivli Mumbai 400 072 (Id: C-33962),7,7,0,0,0,0,0,0,0,0,0,0,0,0
Shri Yashwantrao Chavan Shikshan Prasarak Mandals Sinhgad College of Commerce Plot No 126 MHADA Colony Chandivali Mumbai 400 072 (Id: C-34216),1,2,1,0,0,0,0,0,0,0,0,0,0,0
"Shri Yashwat B.Ed. College, Vijay Nagar, Indore (Id: C-29871)",1,7,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Yogiraj Sanskrit Mahavidyalaya, Gopal Mandir Ramghat Ayodhya (Id: C-20369)",6,2,0,0,0,0,0,0,0,0,0,0,0,0
"SHRIYUT COLLEGE GANGAVE,REWA (Id: C-31847)",66,10,0,0,0,0,3,1,0,0,0,0,0,0
Shri Z N Patel Cheritable Trust Sanchalit Master of Social Work (Id: C-4115),3,1,0,0,0,0,1,0,0,0,0,0,0,0
"Sh. R.N. Girls College, Salasar, Sujangarh (Id: C-40686)",5,3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"SHROFF S R ROTARY INSTITUTE OF CHEMICAL TECHNOLOGY VATARIA,(099) BHARUCH (Id: C-45045)",12,9,0,0,0,0,0,0,0,0,0,0,0,0
Shubham Institute of Nursing Science & Research Center (Id: C-6124),3,21,0,1,0,0,0,7,0,0,0,1,1,8
"Shubham Shikshan Mahavidhyalaya, Shubham Shikshan Ssmiti, Vidya Vihar Mahavidyalaya Parisar, Shubham vihar, Bilaspur (Id: C-22363)",3,5,1,0,0,0,0,2,0,0,0,0,0,0
"Shubhash Chandra Bose T.T. College, Sahwa (Id: C-40614)",5,3,0,0,0,0,5,2,0,0,0,0,0,0
"Shubhdeep College of Nursing, Indore (Id: C-47331)",3,18,0,2,0,0,0,4,0,0,0,0,0,0
"SHURPARAKA EDUCATIONAL AND MEDICAL TRUSTâ€™S MOINUDDIN BURHAN HARRIS COLLEGE OF ARTS & A.E. KALSEKAR COLLEGE OF COMMERCE & MANAGEMENT, NAWAYAT NAGAR (Id: C-33781)",1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shushrutha College of Nursing (Id: C-44830),12,20,0,0,0,0,0,0,0,0,0,0,0,0
"Shushruti College of Education, No.68, Shushruthinagar, Andrahalli Main Road, Peenya 2nd Stage, Bangalore -91 (Id: C-21132)",6,2,3,0,0,0,3,2,0,0,0,0,0,0
Shushruti College of Nursing (Id: C-44908),7,7,0,0,0,0,1,0,0,0,0,0,0,0
"Shushruti Institute of Business Management, #68, Shushruti Nagar, Andrahalli mn road, Peenya 2nd Stage, Bangalore -91 (Id: C-21122)",6,6,0,0,0,0,4,4,0,0,0,0,0,0
"Shyama Charan Banushi,Banka (Id: C-9669)",20,0,0,0,0,0,0,0,0,0,0,0,0,0
Shyamaprasad College (Id: C-11872),28,22,2,1,0,0,0,0,0,0,0,0,0,0
Shyamaprasad Institute of Education & Training (Id: C-12013),5,12,0,0,0,0,0,0,0,0,0,0,0,0
Shyama Prasad Mukherji College for Women (Id: C-6372),1,109,0,6,1,0,0,1,0,2,0,0,0,0
Shyama Prasad Mukherji Govt. Degree College (Id: C-36466),11,12,0,0,0,0,4,4,0,0,0,0,0,0
Shyama Sundar Sanskrit College (Id: C-44064),5,1,0,0,0,0,2,0,0,0,0,0,0,0
"SHYAMJI RAMJI DEGREE COLLEGE, GAURI BHAGWANTPUR, (Id: C-12562)",6,1,0,0,0,0,0,0,0,0,0,0,0,0
Shyam Lal College (Id: C-6357),52,38,10,1,2,0,2,2,2,0,1,0,1,1
Shyam Lal College (Eve.) (Id: C-22459),34,18,5,2,3,0,4,2,2,0,0,0,0,0
Shyampur Siddheswari Mahavidyalaya (Id: C-42804),30,17,3,0,0,0,0,0,0,0,0,0,0,0
"SHYAM SHIKSHA MAHAVIDYALAYA, SHAKTI, JANJGIR (Id: C-48319)",6,3,0,1,0,0,4,0,0,0,0,0,0,0
Shyamsundar College (Id: C-44639),53,24,6,1,0,0,2,0,0,0,2,1,0,0
"Shyam Sunder Memrial (PG) College, Chandausi (Id: C-13398)",40,9,2,0,0,0,4,1,1,1,0,0,0,0
"Shyam TT College, Jaipur (Id: C-38242)",4,2,0,0,0,0,3,2,0,0,0,0,0,0
"Sibga Arts & Science College, Irikkur (Id: C-43871)",6,13,1,4,0,0,1,3,0,0,0,1,0,0
Sibsagar College P.O. Sibsagar-785665 (Id: C-8377),48,36,5,2,8,2,16,8,0,0,3,2,0,1
Sibsagar Commerce College P.O. Sibsagar-- 785640 (Id: C-8443),23,8,2,0,0,1,3,0,0,0,0,0,0,0
Sibsagar Girls College P.O.Sibsagar-785640 (Id: C-8380),22,26,2,1,3,1,6,9,0,0,1,1,0,0
"Sidana Institute of Education, Khiala Khurd, Near Ram Tirth, Amritsar. (Id: C-27987)",3,8,1,0,0,0,0,1,0,0,0,0,0,0
Siddaganga Institute of Nursing Sciences and Research Centre (Id: C-40412),10,30,0,0,0,0,0,0,0,0,0,0,0,0
"Siddaganga Institute of Technology, TUMKUR (Id: C-1297)",201,74,3,0,1,0,16,4,0,0,0,0,0,0
"Siddaganga Institute of Technology, Tumkur (QIP Centre) (Id: C-1420)",9,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddagnaga College of Pharmacy (Id: C-40599),16,2,0,0,0,0,1,0,2,0,0,0,0,0
Siddarameshwar Ayurvedic Medical College (Id: C-40595),29,8,3,1,2,1,10,1,0,0,0,0,0,0
"Siddaratha College of Education, Jagalur -577528 (Id: C-17693)",7,4,0,0,0,0,0,1,0,0,0,0,0,0
"Siddardha College of Computer Science, Musunur (Id: C-24827)",8,2,4,1,0,0,2,0,0,0,0,0,0,0
Siddardha College Of Education (Id: C-24291),6,3,1,2,0,0,1,1,0,0,0,0,0,0
"Siddardha College of Education, Musunoor, Kavali (Id: C-24751)",7,6,1,1,0,0,2,3,0,0,0,0,0,0
"Siddartha College of Education, Bandameedipally, Mahabubnagar (Id: C-21977)",7,0,0,0,0,0,2,0,0,0,0,0,0,0
"SIDDARTHA COLLEGE OF EDUCATION, JAMKHANDI (Id: C-10000)",2,3,1,0,0,0,1,0,0,0,0,0,0,0
"Siddartha Degree College, H.No. 7-4, Beside Hanuman Temple, Main Road, Bhupalpally, Warangal District (Id: C-27241)",16,3,1,0,1,0,13,3,0,0,0,0,0,0
"Siddartha Degree College, Siddartha Nagar, Narsampet (Id: C-27295)",23,7,1,0,1,0,15,7,0,0,2,0,0,0
"Siddartha Degree College, Wyra (Id: C-27280)",7,8,4,3,0,0,3,3,0,0,0,0,0,0
Siddartha Educational Academy Group of Institutions (Integrated Campus) Tirupathi (Id: C-26993),52,26,1,0,0,0,8,4,0,0,0,0,0,0
"Siddartha Gowtham Degree College, Velerupadu, Khammam District (Id: C-27411)",9,3,4,1,1,1,3,1,0,0,0,0,0,0
"Siddartha Institute of Management Studies (B.B.A) Marata Colony Road, Dharawad (Id: C-35577)",5,5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Siddarth Lalitakala Vidyalaya, Gokak (Id: C-26752)",4,2,2,0,0,1,2,0,0,0,0,0,0,0
"Siddashri First Grade College, Nittur (Id: C-6965)",3,2,0,0,0,0,3,2,0,0,0,0,0,0
"Siddeswara Kalamandira, Bijapur (Id: C-26674)",6,1,0,0,0,0,0,0,0,0,0,0,0,0
"Siddhant Institute of Business Management, A/p. Sudumbare, Tal. Maval, Dist.Pune 412109 (Id: C-41220)",5,2,0,1,0,0,0,0,0,0,0,0,0,1
"SIDDHANT RAJ COLLEGE,AGRA (Id: C-15351)",37,8,2,0,0,0,6,4,0,0,0,0,0,0
Siddharatha College of Education (Id: C-25874),6,1,0,0,0,0,4,1,0,0,0,0,0,0
Siddharatha Degree College (Co-Education) (Id: C-26056),18,4,0,0,0,0,0,0,0,0,0,0,0,0
SIDDHARDHA COLLEGE OF SCIENCE & ARTS (Id: C-24871),12,1,1,0,0,0,9,1,0,0,0,0,0,0
"siddhar Sivagnanni Arts &Science college for Men,BommapalayamVillage&Post,Vanur Taluk-605 104 (Id: C-36445)",14,12,0,0,0,0,0,1,0,0,0,0,0,0
Siddhartaha Degree College for Women (Id: C-26130),22,1,0,0,0,0,0,0,0,0,0,0,0,0
Siddhartha College of Teacher Education (Id: C-14553),1,8,0,0,0,0,1,0,0,0,0,0,0,0
Siddhartha Degree College (Id: C-25555),8,4,0,0,0,0,0,0,0,0,1,0,0,0
"Siddhartha First Grade College, Chamarajanagar (Id: C-17433)",7,2,6,1,0,0,1,1,0,0,0,0,0,0
Siddhartha Institute of Computer Science (Id: C-25510),13,6,1,1,1,0,2,2,1,0,0,1,2,0
Siddhartha Institute of Engineering & Technology (Id: C-19939),71,29,13,9,8,4,22,9,1,0,0,0,0,0
"Siddhartha Institute of Pharmaceutical Sciences, Jonnalagadda (Id: C-39454)",9,4,2,1,0,0,2,1,0,0,0,0,0,0
Siddhartha Institute of Pharmacy (Id: C-21262),16,8,0,0,0,0,3,0,0,0,2,0,0,0
"Siddhartha Institute of Science & Technology, Puttur (Id: C-26976)",35,26,10,4,0,0,11,10,0,0,0,0,0,0
Siddhartha Institute of Technology & science (formerly Siddharatha Technical Institute) (Id: C-25977),13,2,0,0,7,0,0,0,0,0,2,2,0,0
